code,name_x,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date,name_y,changepercent,trade,open,high,low,settlement,volume,turnoverratio,pe,pb
601633,长城汽车,2.04,11.14,,17.51,,620858.11,11.14,,10-24,长城汽车,-0.496,12.04,12.1,12.13,12.02,12.1,12811531,0.21254,5.90196078431,1.03343333333
601166,兴业银行,2.16,7.46,15.87,15.75,31.86,4122100.0,7.62,,10-28,兴业银行,-0.986,17.07,17.19,17.26,16.9,17.24,96048517,0.59364,7.90277777778,1.2446875
601818,光大银行,0.51,2.0,4.21,12.62,,2387500.0,2.37,,10-31,光大银行,-0.469,4.24,4.26,4.29,4.24,4.26,124276693,0.31217,8.3137254902,1.04919215686
600016,民生银行,1.1,1.85,8.02,14.47,3.36,3837700.0,4.35,,10-31,民生银行,2.227,9.64,9.35,9.7,9.21,9.43,396416477,1.34143,8.76363636364,1.26809818182
600000,浦发银行,1.99,6.75,14.49,14.37,15.8,3716200.0,6.79,,10-30,浦发银行,-1.616,18.27,18.52,18.52,18.26,18.57,27936138,0.14976,9.18090452261,1.3192959799
601328,交通银行,0.7,1.45,6.79,10.61,,5204000.0,1.01,,10-31,交通银行,-0.31,6.44,6.44,6.47,6.41,6.46,81563098,0.2078,9.2,0.97612
600011,华能国际,0.92,29.58,,18.4,,1323475.27,32.41,,10-21,华能国际,-0.795,8.73,8.8,8.83,8.7,8.8,10410871,0.09915,9.48913043478,1.746
600027,华电国际,0.68,24.13,,18.45,,606858.8,42.74,,10-28,华电国际,-0.73,6.8,6.82,6.88,6.79,6.85,12385158,0.2085,10.0,1.845
601998,中信银行,0.7,1.45,6.29,11.92,0.85,3292600.0,2.0,,10-28,中信银行,-1.366,7.22,7.32,7.44,7.2,7.32,53857960,0.16881,10.3142857143,1.22946285714
601668,中国建筑,0.6,5.26,5.36,11.8,-0.52,1904355.2,12.67,,10-30,中国建筑,-1.4,6.34,6.43,6.46,6.33,6.43,115713596,0.38699,10.5666666667,1.24686666667
601009,南京银行,1.67,19.29,13.16,14.77,23.08,517819.1,24.48,,10-29,南京银行,-1.062,17.7,17.92,18.04,17.66,17.89,17606564,0.59303,10.5988023952,1.56544311377
000966,长源电力,1.4,25.09,,29.14,,77793.68,25.09,,10-28,长源电力,0.0,15.09,15.05,15.26,15.02,15.09,10654741,1.92275,10.7785714286,3.14087571429
600177,雅戈尔,1.46,65.91,,18.32,,325243.25,65.81,,10-30,雅戈尔,-1.333,16.28,16.5,16.61,16.25,16.5,19373238,0.87008,11.1506849315,2.04280547945
000625,长安汽车,1.45,23.93,,23.76,,674084.32,23.62,,10-31,长安汽车,0.177,16.97,16.99,17.1,16.88,16.94,25658463,0.75744,11.7034482759,2.78073931034
000333,美的集团,2.6,22.64,,25.46,,1101210.27,23.0,,10-29,美的集团,-1.825,32.82,33.45,33.58,32.55,33.43,17833301,0.79635,12.6230769231,3.21383538462
601788,光大证券,1.73,564.58,,20.16,,599969.44,567.69,,10-31,光大证券,-0.864,22.94,23.09,23.4,22.88,23.14,27098042,0.7928,13.2601156069,2.67323930636
601211,国泰君安,1.75,173.44,,20.2,,1196111.1,204.08,,10-30,国泰君安,-0.789,23.9,24.03,24.28,23.84,24.09,28327896,1.85757,13.6571428571,2.75874285714
000623,吉林敖东,2.26,120.76,,13.76,,201805.95,120.77,,10-31,吉林敖东,-1.118,30.95,31.5,31.94,30.91,31.3,22084983,2.73692,13.6946902655,1.88438938053
600030,中信证券,1.4,141.38,,14.11,,1598595.8,151.16,,10-30,中信证券,-1.777,19.35,19.6,19.83,19.3,19.7,122805800,1.25125,13.8214285714,1.95020357143
600020,中原高速,0.49,106.63,,13.44,,109999.09,106.65,,10-28,中原高速,-2.564,6.84,7.03,7.07,6.82,7.02,36659864,1.63123,13.9591836735,1.87611428571
600999,招商证券,1.52,210.45,,19.54,,883344.09,248.67,,10-31,招商证券,-0.823,21.7,21.84,22.24,21.68,21.88,22561897,0.46974,14.2763157895,2.78959210526
601688,华泰证券,1.38,193.62,,16.01,,863935.22,226.66,,10-31,华泰证券,-1.744,19.72,20.0,20.22,19.65,20.07,34338070,0.63078,14.2898550725,2.2878057971
002736,国信证券,1.35,237.5,,28.5,,1108258.26,302.67,,10-28,国信证券,0.254,19.75,19.71,20.21,19.71,19.7,21435370,0.97653,14.6296296296,4.16944444444
