		code	name	buy_date	buy_price	period	ratio	sell_date	sell_price
600460	士兰微			2016-10-12	98.57	455	149.0	持有	245.44
600346	*ST橡塑			2016-05-20	39.86	601	131.91	持有	92.44
600782	新钢股份			2017-05-16	32.38	238	128.57	持有	74.01
600507	方大特钢			2017-04-28	67.95	256	122.83	持有	151.41
000916	华北高速			2016-05-27	8.77	556	104.9	持有	17.97
600438	通威股份			2017-02-22	63.67	323	98.99	持有	126.70
601699	潞安环能			2016-01-06	36.61	734	90.39	持有	69.70
300411	金盾股份			2016-02-03	41.56	708	71.7	持有	71.36
002460	赣锋锂业			2017-06-14	261.80	209	71.34	持有	448.58
601899	紫金矿业			2016-06-01	5.42	587	62.36	持有	8.80
300223	北京君正			2017-06-08	49.90	216	61.92	持有	80.80
600291	西水股份			2017-04-07	48.81	278	61.59	持有	78.87
600970	中材国际			2016-02-03	73.97	708	59.81	持有	118.21
600282	南钢股份			2017-05-25	17.20	229	55.17	持有	26.69
002258	利尔化学			2017-06-08	43.60	216	51.63	持有	66.11
600466	蓝光发展			2016-11-09	36.78	428	50.84	持有	55.48
600206	有研新材			2017-05-31	34.57	224	50.07	持有	51.88
601877	正泰电器			2017-05-25	30.08	229	45.68	持有	43.82
600008	首创股份			2016-06-01	29.12	587	41.52	持有	41.21
002128	露天煤业			2017-01-03	20.88	371	37.93	持有	28.80
000671	阳 光 城			2016-03-18	204.14	663	37.47	持有	280.64
600048	保利地产			2017-11-16	218.17	54	37.36	持有	299.68
600760	*ST黑豹			2017-05-25	141.16	230	37.08	持有	193.50
600559	老白干酒			2016-10-11	83.51	455	36.12	持有	113.67
300409	道氏技术			2017-11-29	125.90	41	35.87	持有	171.06
600520	*ST中发			2017-11-01	41.37	71	34.13	持有	55.49
002294	信立泰			2017-09-06	325.98	127	34.05	持有	436.97
600148	长春一东			2016-02-02	49.04	708	33.91	持有	65.67
600383	金地集团			2017-10-24	167.89	77	33.36	持有	223.90
002430	杭氧股份			2017-10-23	26.02	80	32.94	持有	34.59
600121	郑州煤电			2017-05-17	19.59	237	32.87	持有	26.03
000868	安凯客车			2016-10-11	34.94	456	32.83	持有	46.41
600436	片仔癀			2017-09-11	355.62	122	32.57	持有	471.46
300377	赢时胜			2016-02-01	109.65	709	32.07	持有	144.81
000709	河钢股份			2016-11-10	30.00	425	31.9	持有	39.57
600083	博信股份			2017-05-05	14.06	250	31.65	持有	18.51
600823	世茂股份			2017-05-25	226.25	229	31.61	持有	297.77
600600	青岛啤酒			2017-08-28	53.68	134	31.59	持有	70.64
000910	大亚科技			2016-12-30	45.55	376	31.17	持有	59.75
002019	亿帆鑫富			2017-04-28	231.24	258	30.07	持有	300.77
002648	卫星石化			2017-11-13	62.10	57	30.0	持有	80.73
002222	福晶科技			2017-08-04	36.49	159	28.69	持有	46.96
600319	*ST亚星			2016-03-07	11.54	673	28.6	持有	14.84
000615	京汉股份			2016-05-24	78.59	596	28.43	持有	100.93
600703	三安光电			2017-08-11	405.86	152	27.97	持有	519.38
601011	宝泰隆			2016-12-06	19.64	399	27.9	持有	25.12
600318	新力金融			2016-02-01	33.42	709	27.83	持有	42.72
600606	绿地控股			2017-11-07	909.83	63	27.57	持有	1160.69
000792	盐湖股份			2016-03-03	93.90	678	27.45	持有	119.68
600111	北方稀土			2017-01-25	234.32	349	26.14	持有	295.58
000088	盐 田 港			2016-03-02	45.59	680	25.77	持有	57.34
600340	华夏幸福			2017-11-10	501.28	60	25.03	持有	626.73
002697	红旗连锁			2016-03-03	38.35	679	24.98	持有	47.93
000736	中房地产			2017-08-01	24.95	162	24.89	持有	31.16
