code,name_x,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date,name_y,changepercent,trade,open,high,low,settlement,volume,turnoverratio,pe,pb
000709,河北钢铁,0.05,2.13,,1.17,,50751.72,1.42,,10-29,河北钢铁,0.301,3.33,3.33,3.44,3.31,3.32,186535399,1.75697,66.6,0.77922
002545,东方铁塔,0.19,7.79,,1.68,,4825.49,7.78,,10-24,东方铁塔,-4.401,10.86,11.36,11.45,10.83,11.36,22771896,6.65845,57.1578947368,0.960252631579
000543,皖能电力,0.9,34.33,,10.97,,94712.79,33.45,,10-23,皖能电力,-1.512,8.47,8.59,8.66,8.45,8.6,20755360,1.19094,9.41111111111,1.03239888889
600308,华泰股份,0.06,3.51,,1.09,,6879.92,2.48,,10-24,华泰股份,-0.517,5.77,5.77,5.82,5.66,5.8,13551148,1.16064,96.1666666667,1.04821666667
601818,光大银行,0.51,2.0,4.21,12.62,,2387500.0,2.37,,10-31,光大银行,-0.469,4.24,4.26,4.29,4.24,4.26,124276693,0.31217,8.3137254902,1.04919215686
000422,湖北宜化,0.04,90.0,,0.55,,3384.98,86.22,,10-27,湖北宜化,-2.018,7.77,7.93,7.95,7.76,7.93,13915188,1.5499,194.25,1.068375
601939,建设银行,0.77,1.32,5.5,14.59,,19155700.0,0.66,,10-30,建设银行,-0.173,5.78,5.78,5.81,5.76,5.79,47685843,0.49706,7.50649350649,1.0951974026
000488,晨鸣纸业,0.29,61.11,,3.76,,56132.56,64.52,,10-23,晨鸣纸业,0.112,8.92,8.89,8.98,8.8,8.91,17369840,1.57188,30.7586206897,1.15652413793
600708,光明地产,0.32,54.17,,2.92,,18453.17,73.36,,10-31,光明地产,-1.992,12.79,13.05,13.12,12.78,13.05,5211543,1.02512,39.96875,1.1670875
601998,中信银行,0.7,1.45,6.29,11.92,0.85,3292600.0,2.0,,10-28,中信银行,-1.366,7.22,7.32,7.44,7.2,7.32,53857960,0.16881,10.3142857143,1.22946285714
601166,兴业银行,2.16,7.46,15.87,15.75,31.86,4122100.0,7.62,,10-28,兴业银行,-0.986,17.07,17.19,17.26,16.9,17.24,96048517,0.59364,7.90277777778,1.2446875
601668,中国建筑,0.6,5.26,5.36,11.8,-0.52,1904355.2,12.67,,10-30,中国建筑,-1.4,6.34,6.43,6.46,6.33,6.43,115713596,0.38699,10.5666666667,1.24686666667
601333,广深铁路,0.13,35.87,,3.27,,88281.66,35.86,,10-29,广深铁路,-1.572,5.01,5.08,5.08,5.0,5.09,22863277,0.4045,38.5384615385,1.26020769231
600016,民生银行,1.1,1.85,8.02,14.47,3.36,3837700.0,4.35,,10-31,民生银行,2.227,9.64,9.35,9.7,9.21,9.43,396416477,1.34143,8.76363636364,1.26809818182
000900,现代投资,0.33,13.79,,5.03,,33260.9,14.02,,10-31,现代投资,-0.827,8.39,8.46,8.51,8.39,8.46,9487237,0.93817,25.4242424242,1.27883939394
600000,浦发银行,1.99,6.75,14.49,14.37,15.8,3716200.0,6.79,,10-30,浦发银行,-1.616,18.27,18.52,18.52,18.26,18.57,27936138,0.14976,9.18090452261,1.3192959799
600036,招商银行,1.92,5.49,13.84,14.63,6.98,4850000.0,5.89,,10-30,招商银行,-1.479,17.99,18.12,18.33,17.91,18.26,72164923,0.34982,9.36979166667,1.37080052083
000402,金融街,0.34,78.95,,4.18,,101339.44,74.56,,10-31,金 融 街,-5.025,11.53,12.05,12.13,11.52,12.14,81248872,2.72009,33.9117647059,1.41751176471
600104,上汽集团,1.93,4.16,,12.95,,2126200.08,4.18,,10-30,上汽集团,-0.469,21.22,21.31,21.55,21.2,21.32,10205144,0.09256,10.9948186528,1.42382901554
002498,汉缆股份,0.23,27.78,,4.53,,24583.96,24.16,,10-28,汉缆股份,-2.362,7.44,7.55,7.66,7.43,7.62,25605017,0.77008,32.347826087,1.46535652174
600026,中海发展,0.17,594.82,,2.77,,69062.17,709.75,,10-29,中海发展,-5.906,9.24,9.75,9.98,9.2,9.82,98243436,3.59073,54.3529411765,1.50557647059
300193,佳士科技,0.32,18.52,8.87,3.63,0.36,7142.63,20.04,,10-24,佳士科技,-3.829,13.31,13.8,13.83,13.26,13.84,12483617,3.67743,41.59375,1.509853125
601186,中国铁建,0.67,9.84,,7.67,,811441.9,8.23,,10-31,中国铁建,-0.59,13.48,13.56,13.77,13.46,13.56,25745399,0.2509,20.1194029851,1.54315820896
601009,南京银行,1.67,19.29,13.16,14.77,23.08,517819.1,24.48,,10-29,南京银行,-1.062,17.7,17.92,18.04,17.66,17.89,17606564,0.59303,10.5988023952,1.56544311377
601588,北辰实业,0.16,60.0,,4.81,,53252.21,65.91,,10-29,北辰实业,-1.107,5.36,5.41,5.45,5.32,5.42,20846341,0.7837,33.5,1.61135
002128,露天煤业,0.19,11.76,,3.7,,31509.23,37.09,,10-29,露天煤业,-1.744,8.45,8.6,8.71,8.43,8.6,23345284,1.4699,44.4736842105,1.64552631579
600221,海南航空,0.2,31.61,,8.49,,248979.9,31.89,,10-30,海南航空,-1.018,3.89,3.93,3.93,3.88,3.93,46310613,0.39206,19.45,1.651305
600320,振华重工,0.04,100.0,,1.11,,16451.61,104.25,,10-31,振华重工,-1.159,5.97,6.04,6.09,5.97,6.04,10169333,0.36735,149.25,1.656675
000089,深圳机场,0.18,59.96,,3.79,,33688.5,75.59,,10-28,深圳机场,-1.923,8.16,8.32,8.35,8.15,8.32,12825116,0.62541,45.3333333333,1.71813333333
000429,粤高速A,0.31,29.17,,7.83,,39329.06,30.66,,10-30,粤高速Ａ,-4.294,6.91,7.21,7.31,6.91,7.22,16738451,3.57162,22.2903225806,1.74533225806
600011,华能国际,0.92,29.58,,18.4,,1323475.27,32.41,,10-21,华能国际,-0.795,8.73,8.8,8.83,8.7,8.8,10410871,0.09915,9.48913043478,1.746
600048,保利地产,0.6,5.26,,10.16,,646972.86,6.42,,10-30,保利地产,-1.935,10.64,10.85,11.05,10.61,10.85,69362075,0.64491,17.7333333333,1.80170666667
002639,雪人股份,0.06,500.0,,0.91,,1045.71,774.22,,10-28,雪人股份,-1.392,12.04,12.25,12.42,11.91,12.21,18703062,5.16196,200.666666667,1.82606666667
600004,白云机场,0.81,25.0,,10.48,,92627.73,24.35,,10-31,白云机场,0.494,14.23,14.22,14.39,14.2,14.16,10631762,0.9245,17.5679012346,1.84111604938
600064,南京高科,0.93,62.72,,9.04,,72266.15,143.96,,10-24,南京高科,-3.316,18.95,19.56,19.68,18.88,19.6,13260690,1.71254,20.376344086,1.84202150538
600027,华电国际,0.68,24.13,,18.45,,606858.8,42.74,,10-28,华电国际,-0.73,6.8,6.82,6.88,6.79,6.85,12385158,0.2085,10.0,1.845
000903,云内动力,0.17,10.39,,3.78,,13607.95,30.14,,10-23,云内动力,-1.775,8.3,8.49,8.54,8.3,8.45,8589406,1.08644,48.8235294118,1.84552941176
002526,山东矿机,0.01,171.43,,0.16,,303.93,171.21,,10-28,山东矿机,-4.046,11.62,12.18,12.27,11.61,12.11,41580239,9.96368,1162.0,1.8592
600376,首开股份,0.69,30.75,,10.29,,155362.29,29.55,,10-29,首开股份,-1.42,12.5,12.73,12.74,12.45,12.68,22852856,1.0193,18.115942029,1.86413043478
600325,华发股份,0.38,14.8,,4.36,,30647.49,13.19,,10-31,华发股份,-2.043,16.3,16.71,16.71,16.14,16.64,10370851,1.26931,42.8947368421,1.87021052632
601607,上海医药,0.81,13.92,,7.63,,217882.27,13.92,,10-30,上海医药,0.81,19.91,19.83,20.17,19.77,19.75,14706770,0.76481,24.5802469136,1.87547283951
600020,中原高速,0.49,106.63,,13.44,,109999.09,106.65,,10-28,中原高速,-2.564,6.84,7.03,7.07,6.82,7.02,36659864,1.63123,13.9591836735,1.87611428571
600089,特变电工,0.5,12.56,,8.0,,161472.74,17.07,,10-28,特变电工,0.341,11.77,11.77,12.04,11.75,11.73,41028869,1.29098,23.54,1.8832
000623,吉林敖东,2.26,120.76,,13.76,,201805.95,120.77,,10-31,吉林敖东,-1.118,30.95,31.5,31.94,30.91,31.3,22084983,2.73692,13.6946902655,1.88438938053
600383,金地集团,0.19,90.0,,2.62,,83263.33,87.0,,10-30,金地集团,-4.828,13.8,14.38,14.46,13.65,14.5,33600263,0.74674,72.6315789474,1.90294736842
601233,桐昆股份,0.1,400.0,,1.46,,10017.0,487.24,,10-28,桐昆股份,-2.012,13.15,13.42,13.47,13.04,13.42,16588625,1.72153,131.5,1.9199
600533,栖霞建设,0.15,98.78,,4.26,,15378.69,98.66,,10-28,栖霞建设,0.0,6.77,6.74,6.85,6.66,6.77,18419994,1.75429,45.1333333333,1.92268
600030,中信证券,1.4,141.38,,14.11,,1598595.8,151.16,,10-30,中信证券,-1.777,19.35,19.6,19.83,19.3,19.7,122805800,1.25125,13.8214285714,1.95020357143
600509,天富能源,0.33,5.81,,6.57,,29671.33,7.3,,10-31,天富能源,-2.679,9.81,10.01,10.14,9.79,10.08,17226445,2.05395,29.7272727273,1.95308181818
600023,浙能电力,0.44,22.22,,11.55,,562677.3,32.5,,10-29,浙能电力,0.0,7.49,7.48,7.54,7.45,7.49,17688486,0.59206,17.0227272727,1.966125
600426,华鲁恒升,0.81,23.62,,11.06,,76855.13,23.65,,10-30,华鲁恒升,-3.219,14.43,14.9,14.94,14.41,14.91,12467550,1.30738,17.8148148148,1.97031851852
600377,宁沪高速,0.49,19.29,,11.12,,246710.92,19.29,,10-31,宁沪高速,-2.016,8.75,8.94,8.94,8.73,8.93,8830440,0.2325,17.8571428571,1.98571428571
600827,百联股份,0.68,33.33,,7.58,,117590.79,33.72,,10-30,百联股份,-0.39,17.87,17.97,18.18,17.84,17.94,11527308,0.74718,26.2794117647,1.99197941176
600177,雅戈尔,1.46,65.91,,18.32,,325243.25,65.81,,10-30,雅戈尔,-1.333,16.28,16.5,16.61,16.25,16.5,19373238,0.87008,11.1506849315,2.04280547945
601601,中国太保,1.66,67.68,14.02,12.3,2.68,1503600.0,67.81,,10-31,中国太保,0.139,28.86,28.8,29.33,28.52,28.82,18547173,0.29502,17.3855421687,2.13842168675
600051,宁波联合,0.38,21.16,,6.14,,11518.87,20.26,,10-28,宁波联合,-1.707,13.24,13.48,13.5,13.01,13.47,8582468,2.80664,34.8421052632,2.13930526316
600567,山鹰纸业,0.06,10.0,,3.41,,20619.41,19.21,,10-30,山鹰纸业,-2.813,3.8,3.88,3.92,3.79,3.91,74066690,3.40345,63.3333333333,2.15966666667
000883,湖北能源,0.33,57.14,,11.61,,178327.87,56.92,,10-30,湖北能源,-0.808,6.14,6.2,6.23,6.13,6.19,25235704,0.47204,18.6060606061,2.16016363636
600062,华润双鹤,0.75,0.04,,7.29,,42978.75,0.04,,10-30,华润双鹤,-1.213,22.81,23.13,23.39,22.77,23.09,4740707,0.82924,30.4133333333,2.217132
002060,粤水电,0.11,1.64,,2.65,,6723.61,1.34,,10-28,粤 水 电,-0.753,9.22,9.4,9.44,9.21,9.29,10564497,1.75764,83.8181818182,2.22118181818
000882,华联股份,0.1,381.19,,3.89,,23354.0,381.56,,10-31,华联股份,-0.868,5.71,5.78,5.78,5.7,5.76,28623542,1.51874,57.1,2.22119
600029,南方航空,0.47,261.54,,12.33,,465600.0,270.7,,10-31,南方航空,-1.494,8.57,8.7,8.75,8.54,8.7,58254887,0.82953,18.2340425532,2.24825744681
002394,联发股份,0.55,1.85,,6.64,,17779.46,2.08,,10-30,联发股份,-1.167,18.63,18.85,19.2,18.35,18.85,4035628,1.24672,33.8727272727,2.24914909091
600638,新黄浦,0.35,166.87,,5.55,,19739.82,166.66,,10-28,新黄浦,-1.865,14.21,14.46,14.59,14.19,14.48,8245879,1.46942,40.6,2.2533
