code,name_x,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date,name_y,changepercent,trade,open,high,low,settlement,volume,turnoverratio,pe,pb,peg
601222,林洋能源,0.5,8.7,,3.66,,22045.18,30.37,10派2转25,08-26,林洋能源,0.43,7.01,7.03,7.03,6.95,6.98,4470106,0.31411,14.02,0.513132,1.61149425287
300185,通裕重工,0.09,50.0,4.61,2.16,0.1,8308.44,43.89,10派1转20,08-03,通裕重工,0.0,2.92,2.92,2.92,2.9,2.92,12581938,0.45896,32.4444444444,0.7008,0.648888888889
300292,吴通控股,0.41,64.0,7.92,5.3,-0.19,13040.17,125.59,10转30,08-27,吴通控股,0.0,6.49,6.48,6.54,6.38,6.49,7729886,1.09529,15.8292682927,0.838951219512,0.247332317073
600019,宝钢股份,0.21,10.53,,3.03,,346848.28,9.26,,08-31,宝钢股份,1.629,6.24,6.15,6.26,6.14,6.14,54360493,0.24623,29.7142857143,0.900342857143,2.82186948854
000898,鞍钢股份,0.04,95.24,,0.69,,30000.0,93.55,,08-30,鞍钢股份,2.896,5.33,5.2,5.37,5.19,5.18,20390977,0.33161,133.25,0.919425,1.39909701806
600015,华夏银行,0.92,5.75,11.54,8.02,6.92,982600.0,6.08,,08-11,华夏银行,-0.188,10.63,10.65,10.67,10.46,10.65,42681434,0.39943,11.5543478261,0.926658695652,2.00945179584
002157,正邦科技,0.91,9000.0,,17.7,,60969.57,9427.2,10转20,08-15,正邦科技,0.0,5.01,5.0,5.02,4.96,5.01,7529202,0.55163,5.50549450549,0.974472527473,0.000611721611722
600508,上海能源,0.4,1900.0,,3.52,,28717.56,2269.69,,08-25,上海能源,0.907,11.12,11.06,11.15,10.96,11.02,4679668,0.64751,27.8,0.97856,0.0146315789474
601166,兴业银行,1.49,2.76,15.88,9.46,1.46,2944100.0,6.12,,08-30,兴业银行,0.0,15.46,15.46,15.47,15.36,15.46,44315283,0.2326,10.3758389262,0.981554362416,3.75936192977
600308,华泰股份,0.06,22.0,,1.11,,7066.91,20.47,,08-20,华泰股份,1.481,5.48,5.4,5.48,5.39,5.4,6774293,0.58021,91.3333333333,1.0138,4.15151515152
601992,金隅股份,0.34,54.55,,4.67,,182114.53,73.82,,08-30,金隅股份,4.799,8.08,7.56,8.23,7.53,7.71,594670396,7.30083,23.7647058824,1.10981176471,0.435649970346
600337,美克家居,0.2,2.0,,4.22,,13166.78,2.46,,08-19,美克家居,-0.928,5.34,5.44,5.44,5.3,5.39,9949680,0.67073,26.7,1.12674,13.35
600461,洪城水业,0.34,6.25,,5.31,,13645.31,30.91,10派1.3转8,08-24,洪城水业,-0.685,7.25,7.26,7.3,7.24,7.3,4378035,0.73704,21.3235294118,1.13227941176,3.41176470588
000425,徐工机械,0.02,500.0,,0.62,,12701.26,1474.08,,08-12,徐工机械,0.535,3.76,3.73,3.77,3.69,3.74,53779225,0.76898,188.0,1.1656,0.376
000926,福星股份,0.36,2.86,,3.61,,34017.61,36.42,,07-28,福星股份,1.116,11.78,11.67,11.79,11.63,11.65,8930891,0.94173,32.7222222222,1.18127222222,11.4413364413
601107,四川成渝,0.22,21.44,,5.25,,67544.57,21.44,,08-31,四川成渝,-0.2,5.0,4.97,5.0,4.95,5.01,8126855,0.37577,22.7272727273,1.19318181818,1.06004070556
002472,双环传动,0.25,13.64,,2.86,,8263.9,34.29,10转10,08-16,双环传动,-0.188,10.6,10.63,10.73,10.58,10.62,2498745,0.46175,42.4,1.21264,3.10850439883
000825,太钢不锈,0.05,381.82,,1.41,,30155.27,371.75,,08-27,太钢不锈,2.326,4.4,4.3,4.42,4.28,4.3,27596481,0.48448,88.0,1.2408,0.230475092976
600033,福建高速,0.13,7.02,,4.2,,34299.56,6.99,,08-31,福建高速,0.0,3.88,3.86,3.9,3.83,3.88,15258072,0.55597,29.8461538462,1.25353846154,4.25158886697
000900,现代投资,0.34,41.0,,4.81,,34238.88,43.29,,08-27,现代投资,1.695,9.0,8.91,9.05,8.88,8.85,12381991,1.22543,26.4705882353,1.27323529412,0.6456241033
000882,华联股份,0.02,29.38,,0.68,,4602.94,28.96,,08-12,华联股份,0.0,3.82,3.78,3.82,3.74,3.82,17130098,0.90891,191.0,1.2988,6.50102110279
600036,招商银行,1.4,6.87,15.0,9.54,-11.91,3523100.0,6.84,,08-19,招商银行,0.79,19.13,19.1,19.24,19.01,18.98,49459693,0.23976,13.6642857143,1.30357285714,1.98897899771
600350,山东高速,0.26,28.78,,5.43,,126972.81,29.04,,08-05,山东高速,-0.792,6.26,6.29,6.31,6.21,6.31,9728615,0.20221,24.0769230769,1.30737692308,0.836585235473
000761,本钢板材,0.06,50.0,,1.52,,18253.82,42.6,,08-25,本钢板材,2.718,5.29,5.12,5.33,5.12,5.15,12433124,0.45443,88.1666666667,1.34013333333,1.76333333333
600320,振华重工,0.03,20.0,,0.75,,11229.34,2.09,,08-31,振华重工,0.185,5.41,5.41,5.44,5.34,5.4,9176243,0.33147,180.333333333,1.3525,9.01666666667
002347,泰尔股份,0.05,27.86,,0.85,,1031.22,27.82,10转10,08-20,泰尔股份,10.069,7.98,7.26,7.98,7.18,7.25,20493447,6.25505,159.6,1.3566,5.72864321608
600064,南京高科,0.99,48.13,,8.36,,76297.95,47.65,,07-28,南京高科,-0.37,16.16,16.16,16.27,16.13,16.22,2882167,0.37311,16.3232323232,1.36462222222,0.339148812035
002502,骅威文化,0.21,200.0,,2.83,,8875.77,263.72,10转10,08-20,骅威文化,0.394,10.19,10.13,10.26,10.1,10.15,4659101,0.92098,48.5238095238,1.37322380952,0.242619047619
600919,江苏银行,0.54,14.89,,8.26,,560953.4,14.06,,08-01,江苏银行,-0.218,9.17,9.19,9.19,9.1,9.19,23133675,2.00387,16.9814814815,1.40267037037,1.14046215457
000667,美好置业,0.11,646.15,,4.54,,27323.28,648.7,,07-20,美好置业,-0.292,3.41,3.42,3.42,3.37,3.42,13313855,0.52418,31.0,1.4074,0.0479764760505
000338,潍柴动力,0.26,8.33,,3.28,,105151.6,8.5,,08-31,潍柴动力,0.448,11.22,11.22,11.31,11.11,11.17,23451640,1.086,43.1538461538,1.41544615385,5.18053375196
600039,四川路桥,0.12,10.6,,3.7,,35911.91,10.62,,08-31,四川路桥,-0.211,4.73,4.73,4.75,4.69,4.74,14777701,0.48937,39.4166666667,1.45841666667,3.71855345912
002585,双星新材,0.11,22.22,,1.53,,8073.01,21.05,,08-24,双星新材,1.242,10.6,10.55,10.63,10.43,10.47,3403011,0.63611,96.3636363636,1.47436363636,4.3367973161
600188,兖州煤业,0.12,19.43,,1.5,,59242.2,-5.85,,08-29,兖州煤业,2.251,11.81,11.5,11.93,11.48,11.55,15793949,0.53361,98.4166666667,1.47625,5.06519128495
600810,神马股份,0.09,800.0,,1.61,,3890.88,586.05,,08-20,神马股份,3.899,8.26,7.98,8.36,7.95,7.95,5553151,1.25557,91.7777777778,1.47762222222,0.114722222222
600177,雅戈尔,1.31,0.77,,14.2,,307059.09,5.78,,08-31,雅戈尔,0.22,13.68,13.66,13.75,13.65,13.65,5293447,0.20692,10.4427480916,1.48287022901,13.5620105086
300189,神农基因,0.01,264.29,1.39,0.37,-0.16,519.94,784.48,,08-27,神农基因,0.995,4.06,4.01,4.06,3.98,4.02,6186595,0.70168,406.0,1.5022,1.53619130501
002421,达实智能,0.13,69.71,,3.08,,7945.72,80.61,10转20,08-26,达实智能,0.472,6.39,6.35,6.42,6.29,6.36,15559254,1.10753,49.1538461538,1.51393846154,0.705119009523
600548,深高速,0.28,14.17,,4.9,,61490.4,14.09,,08-20,深高速,1.168,8.66,8.55,8.69,8.53,8.56,3175400,0.22155,30.9285714286,1.5155,2.18267970562
000708,大冶特钢,0.32,4.85,,4.1,,14563.72,4.95,,08-11,大冶特钢,1.185,11.95,11.78,12.14,11.72,11.81,3525776,0.78454,37.34375,1.53109375,7.69974226804
300242,明家联合,0.36,200.0,6.51,5.61,-0.56,11325.97,971.26,10转10,08-26,明家联合,0.203,9.87,9.8,9.95,9.73,9.85,5400402,1.69478,27.4166666667,1.538075,0.137083333333
600284,浦东建设,0.21,0.19,,2.85,,14462.84,0.21,,08-30,浦东建设,0.977,11.37,11.26,11.4,11.2,11.26,4329667,0.62474,54.1428571429,1.54307142857,284.962406015
002695,煌上煌,0.38,26.67,,3.1,,4764.35,27.97,10转25送5派1.25,08-24,煌上煌,0.211,19.03,18.99,19.15,18.8,18.99,4422348,0.97533,50.0789473684,1.55244736842,1.87772581059
000488,晨鸣纸业,0.45,221.43,,5.89,,93916.49,239.8,,08-25,晨鸣纸业,0.084,11.93,11.92,11.98,11.83,11.92,16637759,1.50487,26.5111111111,1.56150444444,0.119726826135
601668,中国建筑,0.51,18.6,,8.63,,1610031.0,17.24,,08-24,中国建筑,0.322,9.36,9.27,9.44,9.24,9.33,195519539,0.65861,18.3529411765,1.58385882353,0.986717267552
600383,金地集团,0.17,41.67,,2.34,,77797.34,49.39,,08-20,金地集团,-0.087,11.54,11.52,11.55,11.4,11.55,13921515,0.30843,67.8823529412,1.58844705882,1.6290461469
000636,风华高科,0.09,80.0,,1.69,,8071.72,92.47,,08-23,风华高科,1.285,8.67,8.56,8.72,8.51,8.56,8346458,1.0272,96.3333333333,1.62803333333,1.20416666667
002281,光迅科技,0.73,32.73,,5.68,,15304.81,33.67,,08-26,光迅科技,0.577,20.93,20.85,21.25,20.63,20.81,9091838,1.47497,28.6712328767,1.6285260274,0.87599244964
002142,宁波银行,1.06,16.48,11.34,9.81,23.74,413885.3,16.53,,08-29,宁波银行,1.382,17.61,17.45,17.7,17.42,17.37,21441288,0.62104,16.6132075472,1.62975566038,1.00808298223
600606,绿地控股,0.38,18.75,,8.37,,459872.41,16.88,,08-16,绿地控股,0.541,7.44,7.36,7.45,7.33,7.4,35809037,1.11092,19.5789473684,1.63875789474,1.04421052632
300381,溢多利,0.27,7.1,13.51,2.44,-0.65,3230.85,26.9,10派1转20,08-27,溢多利,0.663,18.22,18.1,18.44,17.7,18.1,1424373,0.4776,67.4814814815,1.64654814815,9.50443401148
600356,恒丰纸业,0.13,18.18,,1.98,,3877.48,30.7,,08-06,恒丰纸业,1.403,10.84,10.75,10.95,10.7,10.69,1707277,0.57151,83.3846153846,1.65101538462,4.5866125074
600966,博汇纸业,0.05,30.16,,1.66,,6571.24,30.13,,08-23,博汇纸业,2.041,5.0,4.89,5.04,4.88,4.9,27269241,2.03982,100.0,1.66,3.31564986737
601588,北辰实业,0.12,9.09,,3.47,,39623.34,4.35,,08-18,北辰实业,4.736,5.75,5.48,5.83,5.48,5.49,25145689,0.94533,47.9166666667,1.66270833333,5.27136046938
002087,新野纺织,0.13,60.25,,3.45,,6788.92,60.22,10转3,08-30,新野纺织,1.284,6.31,6.2,6.36,6.19,6.23,5022019,0.74452,48.5384615385,1.67457692308,0.805617618896
601390,中国中铁,0.22,4.19,,4.23,,546261.3,13.7,,08-31,中国中铁,-0.114,8.78,8.72,8.79,8.65,8.79,55669890,0.30374,39.9090909091,1.68815454545,9.52484269907
000957,中通客车,0.98,390.0,,12.78,,29183.11,504.73,,08-19,中通客车,4.847,12.98,12.32,12.98,12.22,12.38,9639136,2.02089,13.2448979592,1.69269795918,0.0339612768184
601179,中国西电,0.09,13.75,,2.53,,46373.25,12.93,,08-30,中国西电,0.998,6.07,5.98,6.08,5.92,6.01,18825330,0.36726,67.4444444444,1.70634444444,4.90505050505
001896,豫能控股,0.38,64.08,,7.94,,32193.18,64.11,,08-20,豫能控股,-0.483,8.24,8.26,8.27,8.15,8.28,8071095,1.21934,21.6842105263,1.72172631579,0.338392798476
600101,明星电力,0.15,2.8,,2.48,,4774.21,3.08,,08-19,明星电力,0.482,10.42,10.29,10.45,10.27,10.37,3048113,0.94026,69.4666666667,1.72277333333,24.8095238095
600790,轻纺城,0.2,25.0,,5.23,,21063.82,23.36,,08-27,轻纺城,0.299,6.7,6.7,6.72,6.65,6.68,4801028,0.45855,33.5,1.75205,1.34
002118,紫鑫药业,0.03,200.0,,0.81,,2053.65,599.54,10转10,08-25,紫鑫药业,0.154,6.51,6.54,6.59,6.48,6.5,5874587,0.57289,217.0,1.7577,1.085
600891,秋林集团,0.23,155.56,,5.06,,14263.99,374.87,,08-20,秋林集团,0.0,7.99,7.85,8.03,7.78,7.99,4957058,1.29072,34.7391304348,1.7578,0.223316600892
000420,吉林化纤,0.01,22.08,,0.49,,757.47,37.23,10转10,08-31,吉林化纤,1.114,3.63,3.6,3.64,3.58,3.59,4760800,0.74783,363.0,1.7787,16.4402173913
002274,华昌化工,0.02,173.97,,0.45,,1267.12,245.3,,08-13,华昌化工,0.508,7.92,7.88,7.95,7.85,7.88,2807092,0.57249,396.0,1.782,2.27625452664
002433,太安堂,0.11,10.0,,1.93,,8608.24,15.15,,08-31,太安堂,0.694,10.16,10.12,10.26,10.08,10.09,6021772,0.89215,92.3636363636,1.78261818182,9.23636363636
600153,建发股份,0.3,15.38,,4.42,,86151.57,18.13,,08-31,建发股份,-0.247,12.14,12.1,12.45,12.03,12.17,44458192,1.56808,40.4666666667,1.78862666667,2.63112267013
603366,日出东方,0.17,112.5,,3.6,,13517.33,108.67,,08-22,日出东方,3.034,8.49,8.22,8.51,8.18,8.24,4609826,0.57623,49.9411764706,1.79788235294,0.443921568627
002394,联发股份,0.46,27.11,,5.44,,14732.96,25.75,10派3,08-19,联发股份,0.198,15.21,15.15,15.25,15.09,15.18,1793620,0.5541,33.0652173913,1.79874782609,1.21966866069
601233,桐昆股份,0.35,6.06,,4.59,,34957.35,10.18,10派0.5,08-18,桐昆股份,0.73,13.8,13.51,13.82,13.51,13.7,5860025,0.60814,39.4285714286,1.80977142857,6.50636492221
600861,北京城乡,0.13,4.24,,1.74,,4053.12,4.29,,08-27,北京城乡,1.652,13.54,13.32,13.6,13.25,13.32,2461728,0.77705,104.153846154,1.81227692308,24.564586357
601677,明泰铝业,0.28,21.74,,3.69,,13556.12,43.13,,08-11,明泰铝业,1.09,13.91,13.8,13.93,13.65,13.76,4790100,1.00268,49.6785714286,1.83313928571,2.2851228808
600900,长江电力,0.42,32.9,,5.55,,768074.26,47.7,,08-31,长江电力,0.0,13.89,13.88,13.91,13.78,13.89,12011867,0.12325,33.0714285714,1.83546428571,1.00521059488
300082,奥克股份,0.05,229.86,3.88,1.22,0.04,3198.51,228.56,,08-23,奥克股份,2.869,7.53,7.34,7.55,7.34,7.32,4202631,0.62368,150.6,1.83732,0.655181414774
600757,长江传媒,0.25,19.05,,5.83,,30100.29,19.43,,08-20,长江传媒,0.0,7.9,7.88,7.94,7.84,7.9,5500722,0.4533,31.6,1.84228,1.65879265092
600037,歌华有线,0.29,7.02,,3.48,,40533.1,35.48,,08-20,歌华有线,-0.711,15.37,15.42,15.48,15.25,15.48,5575107,0.47718,53.0,1.8444,7.54985754986
000421,南京公用,0.21,20.85,,5.05,,11845.36,20.82,,08-03,南京公用,1.186,7.68,7.58,7.71,7.56,7.59,2473578,0.63052,36.5714285714,1.84685714286,1.75402535115
600368,五洲交通,0.17,117.13,,4.94,,14485.19,110.18,,08-18,XD五洲交,1.435,6.36,6.25,6.42,6.21,6.27,22895068,2.74587,37.4117647059,1.84814117647,0.319403779611
601872,招商轮船,0.3,150.8,,10.75,,157217.12,181.58,,08-29,招商轮船,0.194,5.16,5.14,5.19,5.09,5.15,16990070,0.35989,17.2,1.849,0.114058355438
002267,陕天然气,0.35,4.85,,7.51,,38432.56,4.85,,08-18,陕天然气,0.58,8.67,8.62,8.7,8.57,8.62,3766045,0.33865,24.7714285714,1.86033428571,5.10751104566
