		code	name	buy_date	buy_price	period	ratio	sell_date	sell_price
600460	士兰微			2016-10-12	98.57	455	149.0	持有	245.44
600346	*ST橡塑			2016-05-20	39.86	602	136.6	持有	94.31
600782	新钢股份			2017-05-16	32.38	241	123.16	持有	72.26
600507	方大特钢			2017-04-28	67.95	259	120.29	持有	149.69
000916	华北高速			2016-05-27	8.77	556	104.9	持有	17.97
600438	通威股份			2017-02-22	63.67	324	101.6	持有	128.36
601699	潞安环能			2016-01-06	36.61	737	79.08	持有	65.56
300411	金盾股份			2016-02-03	41.56	709	71.49	持有	71.27
002460	赣锋锂业			2017-06-14	261.80	212	66.32	持有	435.42
300223	北京君正			2017-06-08	49.90	216	61.92	持有	80.80
600291	西水股份			2017-04-07	48.81	278	61.59	持有	78.87
600970	中材国际			2016-02-03	73.97	709	59.97	持有	118.33
601899	紫金矿业			2016-06-01	5.42	590	56.64	持有	8.49
600466	蓝光发展			2016-11-09	36.78	429	55.66	持有	57.25
600282	南钢股份			2017-05-25	17.20	232	53.37	持有	26.38
002258	利尔化学			2017-06-08	43.60	216	51.63	持有	66.11
600206	有研新材			2017-05-31	34.57	224	50.07	持有	51.88
000615	京汉股份			2016-05-24	78.59	598	41.94	持有	111.55
601877	正泰电器			2017-05-25	30.08	232	39.66	持有	42.01
002294	信立泰			2017-09-06	325.98	128	39.39	持有	454.38
600008	首创股份			2016-06-01	29.12	590	37.98	持有	40.18
000671	阳 光 城			2016-03-18	204.14	663	37.47	持有	280.64
600048	保利地产			2017-11-16	218.17	57	37.36	持有	299.68
600760	*ST黑豹			2017-05-25	141.16	230	37.08	持有	193.50
600436	片仔癀			2017-09-11	355.62	123	34.87	持有	479.62
600520	*ST中发			2017-11-01	41.37	72	34.81	持有	55.77
600383	金地集团			2017-10-24	167.89	80	34.12	持有	225.17
600148	长春一东			2016-02-02	49.04	708	33.91	持有	65.67
000868	安凯客车			2016-10-11	34.94	456	32.83	持有	46.41
600559	老白干酒			2016-10-11	83.51	458	32.74	持有	110.85
600121	郑州煤电			2017-05-17	19.59	240	32.47	持有	25.95
300377	赢时胜			2016-02-01	109.65	709	32.07	持有	144.81
600083	博信股份			2017-05-05	14.06	250	31.65	持有	18.51
000709	河钢股份			2016-11-10	30.00	428	31.57	持有	39.47
002128	露天煤业			2017-01-03	20.88	374	31.23	持有	27.40
000910	大亚科技			2016-12-30	45.55	376	31.17	持有	59.75
300409	道氏技术			2017-11-29	125.90	44	30.91	持有	164.82
600340	华夏幸福			2017-11-10	501.28	63	30.74	持有	655.37
600600	青岛啤酒			2017-08-28	53.68	137	30.51	持有	70.06
600823	世茂股份			2017-05-25	226.25	232	30.36	持有	294.95
603369	今世缘			2016-06-30	34.29	561	30.13	持有	44.62
002430	杭氧股份			2017-10-23	26.02	81	29.32	持有	33.65
002222	福晶科技			2017-08-04	36.49	159	28.69	持有	46.96
600703	三安光电			2017-08-11	405.86	152	27.97	持有	519.38
600318	新力金融			2016-02-01	33.42	709	27.83	持有	42.72
000088	盐 田 港			2016-03-02	45.59	681	27.7	持有	58.22
002019	亿帆鑫富			2017-04-28	231.24	259	27.58	持有	295.02
000792	盐湖股份			2016-03-03	93.90	678	27.45	持有	119.68
600319	*ST亚星			2016-03-07	11.54	676	26.95	持有	14.65
002235	安妮股份			2017-06-08	35.92	218	26.64	持有	45.49
002648	卫星石化			2017-11-13	62.10	60	25.91	持有	78.19
000736	中房地产			2017-08-01	24.95	162	24.89	持有	31.16
002655	共达电声			2017-11-13	26.61	58	24.31	持有	33.08
002146	荣盛发展			2017-11-29	86.44	42	24.02	持有	107.20
002102	冠福股份			2017-11-13	36.43	60	23.99	持有	45.17
000825	太钢不锈			2017-05-17	27.88	240	23.89	持有	34.54
